AnoMês,Dt. Leitura,Instalação,Cód. PN,Parceiro de negócio,Número do CNPJ,Recebedor alternativo,Nº de contrato,Titular do contrato,Categoria tarifa,Desc. Categoria tarifa,Fase,"Tp Cli (BT,MT,AT)",Lote de Leitura,Dt. Vencimento,Classe,Desc. Classe,Município,Bairro,Rua,Nº,CEP,Energia Faturada Ponta,Receita Energia Faturada Ponta,Energia Faturada Fora Ponta,Receita Energia Faturada Fora Ponta,Demanda Faturada Ponta,Receita Demanda Faturada Ponta,Demanda Faturada Fora Ponta,Receita Demanda Faturada Fora Ponta,Demanda Registrada Ponta,Receita Demanda Registrada Ponta,Demanda Registrada F.Ponta,Receita Demanda Registrada F.Ponta,Demanda Contratada Ponta,Receita Demanda Contratada Ponta,Demanda Contratada F.Ponta,Receita Demanda Contratada F.Ponta,Demanda Ultrapassagem Ponta,Receita Demanda Ultrapassagem Ponta,Demanda Ultrapassagem Fora Ponta,Receita Demanda Ultrapassagem Fora Ponta,Importe UFER Ponta,Receita Importe UFER Ponta,Importe UFER Fora Ponta,Receita Importe UFER Fora Ponta,Importe UFDR,Receita Importe UFDR,Receita Total,Juros Atraso Pagamento,IGPM,Multa Atraso Pagamento,CIP,COFINS,PIS,ICMS,Parcelamentos,Cust. Disp. MMGD,Res. 77,Desconto AES,Energia Comp. MMGD,Receita Energia Comp. MMGD,Energia Injet. MMGD,"Imp. Ret, Fonte",TUS Geração,Créditos,OUTROS VALORES
202505,31/05/2025,161175974,152127100,ES SEDU   ESPIRITO SANTO SECRETARIA DE,27080563000193,SEDU ENSINO FUNDAMENTAL,502891408,,V4,"V4 Horo-sazonal Verde 2,3 - 25 KV",Trifásico,MT,44,01/07/2025,520,PODER PUBLICO - ESTADUAL,SERRA,SAO DOMINGOS,BC S DOMINGOS,1SN,29177-513,,,,,,,,,,,,,,,,,,,,,,,,,,,"-2.918,280",,,,,,,,,,,,,,,,,,"-2.918,280"
202505,31/05/2025,161175974,152127100,ES SEDU   ESPIRITO SANTO SECRETARIA DE,27080563000193,SEDU ENSINO FUNDAMENTAL,503003130,,V4,"V4 Horo-sazonal Verde 2,3 - 25 KV",Trifásico,MT,44,01/07/2025,520,PODER PUBLICO - ESTADUAL,SERRA,SAO DOMINGOS,BC S DOMINGOS,1SN,29177-513,"624,471","1.084,680","5.835,000","2.400,820","30,000","954,900",,,"19,188","0,000","25,584","0,000","60,000","0,000",,,,,,,"2,337","0,700",,,,,"5.082,430",,,,"463,890","222,390","48,060",,,,,,,,,"-93,010",,,"0,000"
202505,31/05/2025,161175975,152127100,ES SEDU   ESPIRITO SANTO SECRETARIA DE,27080563000193,SEDU ENSINO FUNDAMENTAL,502992656,,V4,"V4 Horo-sazonal Verde 2,3 - 25 KV",Trifásico,MT,44,10/07/2025,520,PODER PUBLICO - ESTADUAL,SERRA,NOVA CARAPINA II,RUA PATOS DE MINAS,1SN,29170-197,"573,590","996,300","8.751,000","3.600,500","50,184","1.597,360",,,"35,424","0,000","50,184","0,000","130,000","0,000",,,,,,,"31,570","9,500",,,,,"6.905,350",,,,"463,890","310,650","67,130",,,,,,,,,"-139,980",,,"0,000"
202505,31/05/2025,161177558,152127100,ES SEDU   ESPIRITO SANTO SECRETARIA DE,27080563000193,SEDU ENSINO FUNDAMENTAL,502896609,,V4,"V4 Horo-sazonal Verde 2,3 - 25 KV",Trifásico,MT,45,01/07/2025,520,PODER PUBLICO - ESTADUAL,VILA VELHA,NOVO MEXICO,RUA ALECRIM,100,29126-704,"924,878","1.606,470","5.968,000","2.455,790","38,376","1.221,510",,,"27,880","0,000","38,376","0,000","119,000","0,000",,,,,,,"1,394","0,420",,,,,"6.243,590",,,,"751,530","264,610","57,180",,,,,,,,,"-113,920",,,"0,000"
202505,31/05/2025,161177846,152127100,ES SEDU   ESPIRITO SANTO SECRETARIA DE,27080563000193,SEDU ENSINO FUNDAMENTAL,502897569,,V4,"V4 Horo-sazonal Verde 2,3 - 25 KV",Trifásico,MT,45,01/07/2025,520,PODER PUBLICO - ESTADUAL,PEDRO CANARIO,NOVO HORIZONTE,AV EDWARD NASCIMENTO,1SN,29970-000,"1.226,884","2.131,050","8.003,000","3.292,940","41,000","1.305,030",,,"30,832","0,000","41,000","0,000","113,000","0,000",,,,,,,"0,000","0,000",,,,,"7.003,280",,,,,"336,950","72,820",,,,,,,,,"-135,510",,,"0,000"
202505,31/05/2025,161178505,152127100,ES SEDU   ESPIRITO SANTO SECRETARIA DE,27080563000193,SEDU ENSINO FUNDAMENTAL,502992666,,V4,"V4 Horo-sazonal Verde 2,3 - 25 KV",Trifásico,MT,46,10/07/2025,520,PODER PUBLICO - ESTADUAL,IBIRACU,CENTRO,RUA DANIEL CAMBONI,1SN,29670-000,"504,874","876,950","5.854,000","2.408,680","37,064","1.179,750",,,"19,024","0,000","37,064","0,000","128,000","0,000",,,,,,,"89,954","27,070",,,,,"4.663,780",,,,,"224,960","48,620",,,,,,,,,"-102,250",,,"0,000"
202505,31/05/2025,161179737,152127100,ES SEDU   ESPIRITO SANTO SECRETARIA DE,27080563000193,SEDU ENSINO FUNDAMENTAL,503003178,,V4,"V4 Horo-sazonal Verde 2,3 - 25 KV",Trifásico,MT,45,01/07/2025,520,PODER PUBLICO - ESTADUAL,SAO MATEUS,NESTOR GOMES,RUA CAMILO SILVA,1SN,29949-020,"869,241","1.509,840","7.786,000","3.203,780","48,216","1.534,720",,,"20,664","0,000","48,216","0,000","100,000","0,000",,,,,,,"0,000","0,000",,,,,"7.242,210",,,,"751,530","312,880","67,620",,,,,,,,,"-138,160",,,"0,000"
202505,31/05/2025,161179738,152127100,ES SEDU   ESPIRITO SANTO SECRETARIA DE,27080563000193,SEDU ENSINO FUNDAMENTAL,503013622,,V4,"V4 Horo-sazonal Verde 2,3 - 25 KV",Trifásico,MT,45,10/07/2025,520,PODER PUBLICO - ESTADUAL,MONTANHA,VINHATICO,RUA PRES KENNEDY,190,29890-000,"292,248","506,380","4.258,000","1.734,070","30,000","954,900",,,"4,890","0,000","15,648","0,000","124,000","0,000",,,,,,,"288,148","86,720",,,,,"3.927,600",,,,"523,920","164,350","35,520",,,,,,,,,"-78,260",,,"0,000"
202505,31/05/2025,161179741,152127100,ES SEDU   ESPIRITO SANTO SECRETARIA DE,27080563000193,SEDU ENSINO FUNDAMENTAL,502904277,,V4,"V4 Horo-sazonal Verde 2,3 - 25 KV",Trifásico,MT,46,01/07/2025,520,PODER PUBLICO - ESTADUAL,ITAGUACU,CENTRO,AV DEZESSETE DE FEVEREIRO,160,29690-000,"465,596","808,730","7.440,000","3.061,170","63,632","2.025,410",,,"18,696","0,000","63,632","0,000","178,000","0,000",,,,,,,"36,654","11,030",,,,,"6.864,980",,,,"751,530","295,750","63,910",,,,,,,,,"-152,550",,,"0,000"
202505,31/05/2025,161179818,152127100,ES SEDU   ESPIRITO SANTO SECRETARIA DE,27080563000193,SEDU ENSINO FUNDAMENTAL,502904896,,V4,"V4 Horo-sazonal Verde 2,3 - 25 KV",Trifásico,MT,44,01/07/2025,520,PODER PUBLICO - ESTADUAL,SERRA,TAQUARA I,RUA BEIJA FLOR II,1SN,29167-741,"627,956","1.090,730","6.797,000","2.796,790","110,000","3.501,300",,,"31,160","0,000","43,952","0,000","110,000","0,000",,,,,,,"0,000","0,000",,,,,"8.246,720","125,320",,,"463,890","369,980","79,960",,,,,,,,,"-229,870",,,"48,620"
202505,31/05/2025,161182077,152127100,ES SEDU   ESPIRITO SANTO SECRETARIA DE,27080563000193,SEDU ENSINO FUNDAMENTAL,502973861,,V4,"V4 Horo-sazonal Verde 2,3 - 25 KV",Trifásico,MT,44,01/07/2025,520,PODER PUBLICO - ESTADUAL,RIO NOVO DO SUL,CENTRO,RUA CAP BLEY,19,29290-000,"1.515,442","2.632,260","9.393,000","3.864,920","130,000","4.137,900",,,"44,936","0,000","78,064","0,000","130,000","0,000",,,,,,,"0,000","0,000",,,,,"11.441,040",,,,"451,750","532,540","115,090",,,,,,,,,"-293,420",,,"0,000"
202505,31/05/2025,161184594,152127100,ES SEDU   ESPIRITO SANTO SECRETARIA DE,27080563000193,SEDU ENSINO FUNDAMENTAL,502926525,,V4,"V4 Horo-sazonal Verde 2,3 - 25 KV",Trifásico,MT,45,01/07/2025,520,PODER PUBLICO - ESTADUAL,NOVA VENECIA,SANTO ANTONIO DO QUINZE,AV CARLOS KRAUZER,1SN,29830-000,"315,782","548,500","4.574,000","1.881,900","120,000","3.819,600",,,"14,760","0,000","35,096","0,000","120,000","0,000",,,,,,,"12,710","3,830",,,,,"6.674,420",,,,"265,250","313,160","67,680",,,,,,,,,"-225,500",,,"0,000"
202505,31/05/2025,161184688,152127100,ES SEDU   ESPIRITO SANTO SECRETARIA DE,27080563000193,SEDU ENSINO FUNDAMENTAL,502966068,,V4,"V4 Horo-sazonal Verde 2,3 - 25 KV",Trifásico,MT,44,10/07/2025,520,PODER PUBLICO - ESTADUAL,SERRA,PARQUE RESIDENCIAL LARANJEIRAS,AV BNH,1SN,29165-610,"278,964","484,550","3.615,000","1.487,460","120,000","3.819,600",,,"7,872","0,000","55,104","0,000","120,000","0,000",,,,,,,"0,369","0,110",,,,,"6.245,810","11,900",,,"309,260","290,030","62,660",,,,,,,,,"-219,760",,,"0,000"
202505,07/05/2025,161184907,152127100,ES SEDU   ESPIRITO SANTO SECRETARIA DE,27080563000193,SEDU ENSINO FUNDAMENTAL,502952104,,B3,Categoria Demais Classes B3,Monofásico,BT,33,10/07/2025,520,PODER PUBLICO - ESTADUAL,NOVA VENECIA,SAO JOSE DO CAMPO REAL,RUA MEXICO,1SN,29830-000,"398,000","274,010",,,,,,,,,,,,,,,,,,,,,,,,,"361,070",,,,"73,860","13,720","2,970",,,,,,,,,"-3,490",,,"0,000"
202505,31/05/2025,161190504,152127100,ES SEDU   ESPIRITO SANTO SECRETARIA DE,27080563000193,SEDU ENSINO FUNDAMENTAL,503013629,,V4,"V4 Horo-sazonal Verde 2,3 - 25 KV",Trifásico,MT,46,10/07/2025,520,PODER PUBLICO - ESTADUAL,ARACRUZ,DE CARLI,RUA ARISTIDES BITTI,350,29194-006,"1.879,932","3.254,340","13.072,000","5.301,740","47,134","1.500,260",,,"36,014","0,000","46,750","0,000","100,000","0,000",,,,,,,"133,406","40,150",,,,,"11.278,380",,,,"752,920","505,560","109,250",,,,,,,,,"-185,840",,,"0,000"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202506,24/06/2025,18543,152128000,INSTITUTO CAPIXABA DE PESQUISA  ASSISTE,27273416000130,Não atribuído,500760441,INSTITUTO CAPIXABA D,B3,Categoria Demais Classes B3,Trifásico,BT,46,01/08/2025,520,PODER PUBLICO - ESTADUAL,CACHOEIRO DE ITAPEMIRIM,INDEPENDENCIA,RUA DOM FERNANDO,39,29306-350,"533,000","385,170",,,,,,,,,,,,,,,,,,,,,,,,,"138,680",,,,"64,730","2,140","0,450",,,,,,-433 KWH,"-296,38",-433 KWH,"-0,90",,,"-16,530"
202506,25/06/2025,22931,152126300,INSTITUTO DE DEFESA AGROPECUARIA E FLOR,02254666000100,Não atribuído,400229318,Não atribuído,B3,Categoria Demais Classes B3,Trifásico,BT,47,25/07/2025,520,PODER PUBLICO - ESTADUAL,RIO NOVO DO SUL,CENTRO,RUA CAP BLEY,7,29290-000,"379,000","274,700",,,,,,,,,,,,,,,,,,,,,,,,,"356,450",,,,"75,290","8,110","1,760",,,,,,,,,"-3,410",,,"0,000"
202506,11/06/2025,23445,152126300,INSTITUTO DE DEFESA AGROPECUARIA E FLOR,02254666000100,Não atribuído,400234451,Não atribuído,B3,Categoria Demais Classes B3,Bifásico,BT,38,25/07/2025,520,PODER PUBLICO - ESTADUAL,IBIRACU,CAMPAGNARO,AV CONDE DE EU,344,29670-000,"265,000","189,060",,,,,,,,,,,,,,,,,,,,,,,,,"193,500",,,,,"5,580","1,210",,,,,,,,,"-2,350",,,"0,000"
202506,11/06/2025,23446,152128000,INSTITUTO CAPIXABA DE PESQUISA  ASSISTE,27273416000130,Não atribuído,501762166,INSTITUTO CAPIXABA D,B3,Categoria Demais Classes B3,Bifásico,BT,38,18/07/2025,520,PODER PUBLICO - ESTADUAL,IBIRACU,CAMPAGNARO,AV CONDE DE EU,344,29670-000,"918,000","654,950",,,,,,,,,,,,,,,,,,,,,,,,,"777,340","64,990",,"14,620",,"19,340","4,200",,,,,,,,,"-9,450",,,"28,690"
202506,25/06/2025,39995,152125100,POLICIA CIVIL,27470897000173,Não atribuído,502399570,Não atribuído,B3REATEF,Baixa Reativa Eficiência,Trifásico,BT,47,01/08/2025,520,PODER PUBLICO - ESTADUAL,VILA VELHA,COBILANDIA,ROD CARLOS LINDENBERG,2317,29111-165,"1.821,000","1.319,870",,,,,,,,,,,,,,,,,,,,,,,,,"1.404,440",,,,"53,530","38,970","8,480",,,,,,,,,"-16,410",,,"0,000"
202506,20/06/2025,50433,152122960,SECRETARIA DE ESTADO DA CIENCIA  TECNOL,06656711000103,"SEC EST CIENCIA,TECNOLOGIA, INOVAÇÃO",502152029,Não atribuído,B3,Categoria Demais Classes B3,Trifásico,BT,44,01/08/2025,520,PODER PUBLICO - ESTADUAL,VARGEM ALTA,BOA ESPERANCA,RUA CICERO DO CARMO BAPTISTA,1SN,29295-000,"185,000","133,290",,,,,,,,,,,,,,,,,,,,,,,,,"168,420",,,,"32,000","3,930","0,860",,,,,,,,,"-1,660",,,"0,000"
202506,26/06/2025,83688,152120400,DEPARTAMENTO ESTADUAL DE TRANSITO DO ES,28162105000166,Não atribuído,500405793,Não atribuído,B3,Categoria Demais Classes B3,Bifásico,BT,48,01/08/2025,520,PODER PUBLICO - ESTADUAL,AGUA DOCE DO NORTE,CENTRO,AV SEBASTIAO COELHO DE SOUZA,1SN,29820-000,"383,000","277,920",,,,,,,,,,,,,,,,,,,,,,,,,"284,460",,,,,"8,210","1,780",,,,,,,,,"-3,450",,,"0,000"
202506,26/06/2025,87893,152120400,DEPARTAMENTO ESTADUAL DE TRANSITO DO ES,28162105000166,Não atribuído,500962873,Não atribuído,B3,Categoria Demais Classes B3,Trifásico,BT,48,01/08/2025,520,PODER PUBLICO - ESTADUAL,AFONSO CLAUDIO,CAMPO VINTE,AV MARFISA DE BARROS LEITE,423,29600-000,"553,000","401,290",,,,,,,,,,,,,,,,,,,,,,,,,"474,120",,,,"63,400","11,840","2,580",,,,,,,,,"-4,990",,,"0,000"
202506,06/06/2025,102482,152125100,POLICIA CIVIL,27470897000173,Não atribuído,500783471,Não atribuído,B3,Categoria Demais Classes B3,Trifásico,BT,35,01/08/2025,520,PODER PUBLICO - ESTADUAL,CACHOEIRO DE ITAPEMIRIM,GILBERTO MACHADO,RUA MARIO ROMANELLI,2,29303-260,"870,000","616,700",,,,,,,,,,,,,,,,,,,,,,,,,"695,930",,,,"64,730","18,210","3,960",,,,,,,,,"-7,670",,,"0,000"
202506,18/06/2025,103967,152122000,CORPO DE BOMBEIROS MILITAR DO ESTADO DO,02133636000137,Não atribuído,502572649,Não atribuído,B3,Categoria Demais Classes B3,Trifásico,BT,43,11/08/2025,520,PODER PUBLICO - ESTADUAL,CACHOEIRO DE ITAPEMIRIM,MARBRASA,AV FRANCISCO MARDEGAN,1SN,29313-690,"2.189,000","1.574,590",,,,,,,,,,,,,,,,,,,,,,,,,"1.085,530",,,"33,930","103,560","27,360","5,950",,,,,,-1.021 KWH,,-1.021 KWH,"-11,930",,,"-647,930"
202506,23/06/2025,107629,152126300,INSTITUTO DE DEFESA AGROPECUARIA E FLOR,02254666000100,Não atribuído,401076299,Não atribuído,B3,Categoria Demais Classes B3,Trifásico,BT,45,25/07/2025,520,PODER PUBLICO - ESTADUAL,BARRA DE SAO FRANCISCO,VILA LANDINHA,AV CASTELO BRANCO,401,29800-000,"100,000","72,190",,,,,,,,,,,,,,,,,,,,,,,,,"80,360",,,,"6,480","2,130","0,460",,,,,,,,,"-0,900",,,"0,000"
202506,04/06/2025,129356,152121900,ESPIRITO SANTO SECRETARIA DE EST DE SEGU,27476373000190,Não atribuído,502262928,Não atribuído,B3,Categoria Demais Classes B3,Bifásico,BT,33,01/08/2025,520,PODER PUBLICO - ESTADUAL,SERRA,PARQUE RESIDENCIAL LARANJEIRAS,RUA COELHO NETO,1SN,29165-250,"1.150,000","813,050",,,,,,,,,,,,,,,,,,,,,,,,,"909,630",,,,"77,470","24,000","5,220",,,,,,,,,"-10,110",,,"0,000"
202506,11/06/2025,133267,152128000,INSTITUTO CAPIXABA DE PESQUISA  ASSISTE,27273416000130,Não atribuído,401332678,INSTITUTO CAPIXABA D,B3,Categoria Demais Classes B3,Monofásico,BT,38,01/08/2025,520,PODER PUBLICO - ESTADUAL,ARACRUZ,GUARANA,RUA JOAO FRIGINI,10,29195-470,"40,000","28,540",,,,,,,,,,,,,,,,,,,,,,,,,"49,170",,,,"19,950","0,840","0,190",,,,,,,,,"-0,350",,,"0,000"
202506,20/06/2025,140693,152121900,ESPIRITO SANTO SECRETARIA DE EST DE SEGU,27476373000190,Não atribuído,502765394,Não atribuído,B3,Categoria Demais Classes B3,Monofásico,BT,44,05/08/2025,520,PODER PUBLICO - ESTADUAL,GUACUI,CENTRO,RUA JOAQUIM MARTINHO CARVALHO,269,29560-000,"440,000","317,010",,,,,,,,,,,,,,,,,,,,,,,,,"371,720",,,,"43,560","9,360","2,030",,,,,,,,,"-3,940",,,"3,700"
202506,20/06/2025,140694,152126300,INSTITUTO DE DEFESA AGROPECUARIA E FLOR,02254666000100,Não atribuído,401406949,Não atribuído,B3,Categoria Demais Classes B3,Monofásico,BT,44,25/07/2025,520,PODER PUBLICO - ESTADUAL,GUACUI,CENTRO,RUA JOAQUIM MARTINHO CARVALHO,269,29560-000,"30,000","21,620",,,,,,,,,,,,,,,,,,,,,,,,,"29,960",,,,"7,830","0,640","0,140",,,,,,,,,"-0,270",,,"0,000"
202506,20/06/2025,140695,152126300,INSTITUTO DE DEFESA AGROPECUARIA E FLOR,02254666000100,Não atribuído,401406957,Não atribuído,B3,Categoria Demais Classes B3,Monofásico,BT,44,25/07/2025,520,PODER PUBLICO - ESTADUAL,GUACUI,CENTRO,RUA CEARA,1SN,29560-000,"329,000","237,050",,,,,,,,,,,,,,,,,,,,,,,,,"282,460",,,,"39,830","7,000","1,530",,,,,,,,,"-2,950",,,"0,000"
202506,20/06/2025,140696,152128000,INSTITUTO CAPIXABA DE PESQUISA  ASSISTE,27273416000130,Não atribuído,401406965,INSTITUTO CAPIXABA D,B3,Categoria Demais Classes B3,Monofásico,BT,44,01/08/2025,520,PODER PUBLICO - ESTADUAL,GUACUI,CENTRO,RUA DEUDE CADE,54,29560-000,"105,000","75,650",,,,,,,,,,,,,,,,,,,,,,,,,"99,710",,,,"22,290","2,230","0,480",,,,,,,,,"-0,940",,,"0,000"
202506,10/06/2025,142637,152125100,POLICIA CIVIL,27470897000173,Não atribuído,401426371,Não atribuído,B3,Categoria Demais Classes B3,Trifásico,BT,37,01/08/2025,520,PODER PUBLICO - ESTADUAL,VITORIA,SANTO ANTONIO,AV STO ANTONIO,1SN,29026-170,"519,000","369,800",,,,,,,,,,,,,,,,,,,,,,,,,"413,560",,,,"35,070","10,920","2,370",,,,,,,,,"-4,600",,,"0,000"
202506,11/06/2025,142754,152128200,SECRETARIA DE ESTADO DE GESTAO E RECURS,07162270000148,Não atribuído,502610889,Não atribuído,B3REATEF,Baixa Reativa Eficiência,Trifásico,BT,38,01/08/2025,520,PODER PUBLICO - ESTADUAL,VITORIA,SANTA CLARA,RUA STA CLARA,1SN,29018-660,"344,000","245,430",,,,,,,,,,,,,,,,,,,,,,,,,"279,510",,,,"28,310","7,250","1,570",,,,,,,,,"-3,050",,,"0,000"
202506,11/06/2025,142764,152121900,ESPIRITO SANTO SECRETARIA DE EST DE SEGU,27476373000190,POLICIA MILITAR DO ESTADO DO ESPIRITO,401427644,Não atribuído,B3REATEF,Baixa Reativa Eficiência,Trifásico,BT,38,01/08/2025,520,PODER PUBLICO - ESTADUAL,VITORIA,PARQUE MOSCOSO,RUA SOLD ANTONIO FARIA,1SN,29018-150,"6.083,000","4.339,900",,,,,,,,,,,,,,,,,,,,,,,,,"4.477,020",,,,"35,070","128,130","27,870",,,,,,,,,"-53,950",,,"0,000"
202506,30/06/2025,143025,152127100,ES SEDU   ESPIRITO SANTO SECRETARIA DE,27080563000193,SEDU ENSINO FUNDAMENTAL,503030735,Não atribuído,V4,"V4 Horo-sazonal Verde 2,3 - 25 KV",Trifásico,MT,44,11/08/2025,520,PODER PUBLICO - ESTADUAL,VITORIA,CENTRO,RUA FRANCISCO ARAUJO,1SN,29015-090,"347,721","612,940","5.986,000","2.617,240","40,836","1.299,810",,,"26,076","0,000","40,836","0,000","200,000","0,000",,,,,,,"3,690","1,110",,,,,"-265,350",,,,"388,940","133,780","29,120",,,,,,,,,,,,"-5.348,290"
202506,30/06/2025,143035,152126100,SECRETARIA DE ESTADO DA CULTURA,01062213000100,Não atribuído,502603391,Não atribuído,V4,"V4 Horo-sazonal Verde 2,3 - 25 KV",Trifásico,MT,44,01/08/2025,520,PODER PUBLICO - ESTADUAL,VITORIA,CENTRO,RUA PEDRO PALACIOS,99,29015-160,"33,007","58,180","427,000","186,510","30,000","954,900",,,"0,959","0,000","2,288","0,000","30,000","0,000",,,,,,,"0,184","0,060",,,,,"1.337,860",,,,"145,600","35,420","7,710",,,,,,,,,"-50,520",,,"0,000"
202506,12/06/2025,143080,152121900,ESPIRITO SANTO SECRETARIA DE EST DE SEGU,27476373000190,POLICIA MILITAR DO ESTADO DO ESPIRITO,501749696,Não atribuído,B3,Categoria Demais Classes B3,Monofásico,BT,39,01/08/2025,520,PODER PUBLICO - ESTADUAL,VITORIA,CENTRO,PCA OITO DE SETEMBRO,143,29010-600,"278,000","198,600",,,,,,,,,,,,,,,,,,,,,,,,,"228,440",,,,"25,170","5,870","1,270",,,,,,,,,"-2,470",,,"0,000"
202506,12/06/2025,143165,152124600,SECRETARIA DE ESTADO DE TRABALHO ASSISTE,03252312000180,Não atribuído,401431650,SECRETARIA DE ESTADO,B3,Categoria Demais Classes B3,Trifásico,BT,39,01/08/2025,520,PODER PUBLICO - ESTADUAL,VITORIA,CENTRO,RUA SETE DE SETEMBRO,321,29015-000,"1.156,000","825,810",,,,,,,,,,,,,,,,,,,,,,,,,"899,960",,,"22,640","35,070","24,380","5,300",,,,,,,,,"-0,270",,,"-12,970"
202506,12/06/2025,143210,152123600,SECRETARIA DE ESTADO DA JUSTICA,36388023000162,Não atribuído,502836328,Não atribuído,B3,Categoria Demais Classes B3,Monofásico,BT,39,01/08/2025,520,PODER PUBLICO - ESTADUAL,VITORIA,CENTRO,RUA QUINTINO BOCAIUVA,16,29010-210,"30,000","21,430",,,,,,,,,,,,,,,,,,,,,,,,,"27,490",,,,"5,550","0,640","0,140",,,,,,,,,"-0,270",,,"0,000"
202506,12/06/2025,143211,152123600,SECRETARIA DE ESTADO DA JUSTICA,36388023000162,Não atribuído,502836353,Não atribuído,B3,Categoria Demais Classes B3,Monofásico,BT,39,01/08/2025,520,PODER PUBLICO - ESTADUAL,VITORIA,CENTRO,RUA QUINTINO BOCAIUVA,16,29010-210,"30,000","21,430",,,,,,,,,,,,,,,,,,,,,,,,,"27,490",,,,"5,550","0,640","0,140",,,,,,,,,"-0,270",,,"0,000"
202506,12/06/2025,143316,152127200,FACULDADE DE MUSICA DO ESPIRITO SANTO F,30965214000163,Não atribuído,501854420,Não atribuído,B3,Categoria Demais Classes B3,Monofásico,BT,39,01/08/2025,520,PODER PUBLICO - ESTADUAL,VITORIA,CENTRO,AV PRSA ISABEL,599,29010-365,"30,000","21,430",,,,,,,,,,,,,,,,,,,,,,,,,"27,490",,,,"5,550","0,640","0,140",,,,,,,,,"-0,270",,,"0,000"
202506,12/06/2025,143317,152127200,FACULDADE DE MUSICA DO ESPIRITO SANTO F,30965214000163,Não atribuído,501854422,Não atribuído,B3,Categoria Demais Classes B3,Monofásico,BT,39,01/08/2025,520,PODER PUBLICO - ESTADUAL,VITORIA,CENTRO,AV PRSA ISABEL,599,29010-365,"30,000","21,430",,,,,,,,,,,,,,,,,,,,,,,,,"27,490",,,,"5,550","0,640","0,140",,,,,,,,,"-0,270",,,"0,000"
202506,12/06/2025,143318,152127200,FACULDADE DE MUSICA DO ESPIRITO SANTO F,30965214000163,Não atribuído,502407614,Não atribuído,B3,Categoria Demais Classes B3,Monofásico,BT,39,01/08/2025,520,PODER PUBLICO - ESTADUAL,VITORIA,CENTRO,AV PRSA ISABEL,599,29010-365,"228,000","162,880",,,,,,,,,,,,,,,,,,,,,,,,,"191,880",,,,"25,170","4,810","1,040",,,,,,,,,"-2,020",,,"0,000"
202506,12/06/2025,143319,152127200,FACULDADE DE MUSICA DO ESPIRITO SANTO F,30965214000163,Não atribuído,502407633,Não atribuído,B3,Categoria Demais Classes B3,Monofásico,BT,39,01/08/2025,520,PODER PUBLICO - ESTADUAL,VITORIA,CENTRO,AV PRSA ISABEL,599,29010-365,"30,000","21,430",,,,,,,,,,,,,,,,,,,,,,,,,"27,490",,,,"5,550","0,640","0,140",,,,,,,,,"-0,270",,,"0,000"
202506,12/06/2025,143320,152127200,FACULDADE DE MUSICA DO ESPIRITO SANTO F,30965214000163,Não atribuído,502407647,Não atribuído,B3,Categoria Demais Classes B3,Monofásico,BT,39,01/08/2025,520,PODER PUBLICO - ESTADUAL,VITORIA,CENTRO,AV PRSA ISABEL,599,29010-365,"180,000","128,580",,,,,,,,,,,,,,,,,,,,,,,,,"152,950",,,,"21,350","3,800","0,820",,,,,,,,,"-1,600",,,"0,000"
202506,12/06/2025,143321,152127200,FACULDADE DE MUSICA DO ESPIRITO SANTO F,30965214000163,Não atribuído,502407665,Não atribuído,B3,Categoria Demais Classes B3,Monofásico,BT,39,01/08/2025,520,PODER PUBLICO - ESTADUAL,VITORIA,CENTRO,AV PRSA ISABEL,599,29010-365,"55,000","39,280",,,,,,,,,,,,,,,,,,,,,,,,,"51,220",,,,"11,010","1,160","0,260",,,,,,,,,"-0,490",,,"0,000"
202506,12/06/2025,143322,152127200,FACULDADE DE MUSICA DO ESPIRITO SANTO F,30965214000163,Não atribuído,502404032,Não atribuído,B3,Categoria Demais Classes B3,Monofásico,BT,39,01/08/2025,520,PODER PUBLICO - ESTADUAL,VITORIA,CENTRO,AV PRSA ISABEL,599,29010-365,"30,000","21,430",,,,,,,,,,,,,,,,,,,,,,,,,"27,490",,,,"5,550","0,640","0,140",,,,,,,,,"-0,270",,,"0,000"
202506,12/06/2025,143323,152127200,FACULDADE DE MUSICA DO ESPIRITO SANTO F,30965214000163,Não atribuído,502407701,Não atribuído,B3,Categoria Demais Classes B3,Monofásico,BT,39,01/08/2025,520,PODER PUBLICO - ESTADUAL,VITORIA,CENTRO,AV PRSA ISABEL,599,29010-365,"248,000","177,160",,,,,,,,,,,,,,,,,,,,,,,,,"206,500",,,,"25,170","5,230","1,140",,,,,,,,,"-2,200",,,"0,000"
