AnoMês,Dt. Leitura,Instalação,Cód. PN,Parceiro de negócio,Número do CNPJ,Recebedor alternativo,Nº de contrato,Titular do contrato,Categoria tarifa,Desc. Categoria tarifa,Fase,"Tp Cli (BT,MT,AT)",Lote de Leitura,Dt. Vencimento,Classe,Desc. Classe,Município,Bairro,Rua,Nº,CEP,Energia Faturada Ponta,Receita Energia Faturada Ponta,Energia Faturada Fora Ponta,Receita Energia Faturada Fora Ponta,Demanda Faturada Ponta,Receita Demanda Faturada Ponta,Demanda Faturada Fora Ponta,Receita Demanda Faturada Fora Ponta,Demanda Registrada Ponta,Receita Demanda Registrada Ponta,Demanda Registrada F.Ponta,Receita Demanda Registrada F.Ponta,Demanda Contratada Ponta,Receita Demanda Contratada Ponta,Demanda Contratada F.Ponta,Receita Demanda Contratada F.Ponta,Demanda Ultrapassagem Ponta,Receita Demanda Ultrapassagem Ponta,Demanda Ultrapassagem Fora Ponta,Receita Demanda Ultrapassagem Fora Ponta,Importe UFER Ponta,Receita Importe UFER Ponta,Importe UFER Fora Ponta,Receita Importe UFER Fora Ponta,Importe UFDR,Receita Importe UFDR,Receita Total,Juros Atraso Pagamento,IGPM,Multa Atraso Pagamento,CIP,COFINS,PIS,ICMS,Parcelamentos,Cust. Disp. MMGD,Res. 77,Desconto AES,Energia Comp. MMGD,Receita Energia Comp. MMGD,Energia Injet. MMGD,"Imp. Ret, Fonte",TUS Geração,Créditos,OUTROS VALORES
202412,31/01/2025,160734651,152126100,SECRETARIA DE ESTADO DA CULTURA,01062213000100,SECRETARIA DE ESTADO DA CULTURA,501436141,,O3REATEF,Demais Classes Optantes,Trifásico,MT,46,25/02/2025,520,PODER PUBLICO - ESTADUAL,VITORIA,CENTRO,AV JERONIMO MONTEIRO,557,29010-001,"6.474,757","4.431,770",,,,,,,,,,,,,,,,,,,"0,000","0,000",,,,,"4.556,070",,,,"35,070","118,510","25,630",,,,,,,,,"-54,910",,,"0,000"
202412,28/01/2025,160737304,152125400,MINISTERIO PUBLICO DO ESTADO DO ESPIRIT,02304470000174,,502826300,,B3,Categoria Demais Classes B3,Bifásico,BT,48,03/03/2025,520,PODER PUBLICO - ESTADUAL,BOM JESUS DO NORTE,CENTRO,AV MAJOR BLEY,1SN,29460-000,"1.611,000","1.102,680",,,,,,,,,,,,,,,,,,,,,,,,,"1.133,850",,,,"27,790","29,490","6,370",,,,,,,,,"-13,660",,,"-18,820"
202412,31/01/2025,160742506,152127100,ES SEDU - ESPIRITO SANTO SECRETARIA DE,27080563000193,SEDU ENSINO FUNDAMENTAL,501409027,,V4,"V4 Horo-sazonal Verde 2,3 - 25 KV",Trifásico,MT,47,03/03/2025,520,PODER PUBLICO - ESTADUAL,CARIACICA,ITACIBA,RUA TRINTA E UM DE MARCO,1SN,29150-015,"1.764,720","3.031,980","9.288,000","3.646,450","162,000","5.156,460",,,"63,648","0,000","97,632","0,000","162,000","0,000",,,,,,,"637,704","191,920",,,,,"11.019,030",,,,,"293,880","63,540",,,,,,-2.642 KWH,"-1.037,370",-2.642 KWH,"-327,830",,,"0,000"
202412,31/01/2025,160743742,152122960,SECRETARIA DE ESTADO DA CIENCIA  TECNOL,06656711000103,,501538932,,V4,"V4 Horo-sazonal Verde 2,3 - 25 KV",Trifásico,MT,47,03/03/2025,520,PODER PUBLICO - ESTADUAL,CARIACICA,MORRO DA COMPANHIA,CRG AREA RURAL,1SN,29140-000,"1.829,664","3.143,570","9.446,000","3.708,440","50,000","1.591,500",,,"40,320","0,000","38,592","0,000","50,000","0,000",,,,,,,"134,856","40,580",,,,,"4.089,920",,,,,"111,230","24,040",,,,,,-11.275 KWH,"-6.852,010",-11.275 KWH,"-204,630",,,"2.527,200"
202412,23/01/2025,160747619,152125100,POLICIA CIVIL,27470897000173,,502563115,,B3,Categoria Demais Classes B3,Bifásico,BT,45,03/03/2025,520,PODER PUBLICO - ESTADUAL,ICONHA,JARDIM JANDIRA,RUA DEOLINDO PAGANINE,209,29280-000,"548,000","375,090",,,,,,,,,,,,,,,,,,,,,,,,,"531,720",,,,"149,080","10,030","2,170",,,,,,,,,"-4,650",,,"0,000"
202412,27/01/2025,160748279,152128000,INSTITUTO CAPIXABA DE PESQUISA  ASSISTE,27273416000130,,501419028,INSTITUTO CAPIXABA D,B3REATEF,Baixa Reativa Eficiência,Trifásico,BT,47,03/03/2025,520,PODER PUBLICO - ESTADUAL,LINHARES,BEBEDOURO,ROD BR 101 NORTE,1SN,29900-000,"295,000","201,920",,,,,,,,,,,,,,,,,,,,,,,,,"69,830",,,,,"1,830","0,390",,,,,,-195 KWH,"-133,47",-195 KWH,"-0,84",,,"0,000"
202412,31/01/2025,160750021,152127100,ES SEDU - ESPIRITO SANTO SECRETARIA DE,27080563000193,SEDU ENSINO FUNDAMENTAL,501432082,,O3REATEF,Demais Classes Optantes,Trifásico,MT,47,10/03/2025,520,PODER PUBLICO - ESTADUAL,MARECHAL FLORIANO,CENTRO,RUA QUINTA DOS LAGOS,1SN,29255-000,"3.152,675","2.157,910",,,,,,,,,,,,,,,,,,,"0,012","0,000",,,,,"1.074,050",,,,"88,260","25,840","5,590",,,,,,-1.741 KWH,"-1.191,570",-1.741 KWH,"-11,980",,,"0,000"
202412,23/01/2025,160766681,152121900,ESPIRITO SANTO SECRETARIA DE EST DE SEG,27476373000190,POLICIA MILITAR DO ESTADO DO ESPIRITO,501466187,,B3,Categoria Demais Classes B3,Bifásico,BT,45,05/03/2025,520,PODER PUBLICO - ESTADUAL,GUARAPARI,CENTRO,AV DAVINO MATTOS,130,29200-430,"777,000","531,840",,,,,,,,,,,,,,,,,,,,,,,,,"617,830",,,,"75,290","14,220","3,070",,,,,,,,,"-6,590",,,"0,000"
202412,28/01/2025,160770107,152120400,DEPARTAMENTO ESTADUAL DE TRANSITO DO ES,28162105000166,,502248835,,B3,Categoria Demais Classes B3,Bifásico,BT,48,03/03/2025,520,PODER PUBLICO - ESTADUAL,IBITIRAMA,CENTRO,AV CIDALIA VIEIRA KNUST,1SN,29540-000,"409,000","279,950",,,,,,,,,,,,,,,,,,,,,,,,,"329,960",,,,"44,380","7,480","1,620",,,,,,,,,"-3,470",,,"0,000"
202412,31/01/2025,160772016,152127100,ES SEDU - ESPIRITO SANTO SECRETARIA DE,27080563000193,SEDU ENSINO FUNDAMENTAL,501485601,,V4,"V4 Horo-sazonal Verde 2,3 - 25 KV",Trifásico,MT,44,03/03/2025,520,PODER PUBLICO - ESTADUAL,SERRA,NOVO HORIZONTE,RUA AGUIA,1SN,29163-342,"637,509","1.095,320","3.501,000","1.374,470","84,427","2.687,320",,,"18,991","0,000","84,427","0,000","74,000","0,000",,,10 KW,"663,800",,,"196,997","59,290",,,,,"4.232,560",,,,"309,260","106,110","22,940",,,,,,-3.814 KWH,"-1.912,210",-3.814 KWH,"-173,740",,,"0,000"
202412,31/01/2025,160774728,152120900,SECRETARIA DE ESTADO DA SAUDE,27080605000196,,501509939,CEM - CENTRO DE ESPE,V4,"V4 Horo-sazonal Verde 2,3 - 25 KV",Trifásico,MT,46,24/02/2025,520,PODER PUBLICO - ESTADUAL,LINHARES,TRES BARRAS,AV WILSON DURAO,1SN,29907-035,"247,525","425,270","5.863,000","2.302,040","135,000","4.297,050",,,"8,758","0,000","41,033","0,000","135,000","0,000",,,,,,,"0,000","0,000",,,,,"7.016,680",,,,,"187,860","40,610",,,,,,,,,"-246,760",,,"10,610"
202412,23/01/2025,160777059,152126000,INSTITUTO ESTADUAL DE MEIO AMBIENTE E R,05200358000181,,501513026,,B3,Categoria Demais Classes B3,Bifásico,BT,45,03/03/2025,520,PODER PUBLICO - ESTADUAL,GUARAPARI,CENTRO,AV PEDRO RAMOS,1SN,29200-700,"412,000","282,010",,,,,,,,,,,,,,,,,,,,,,,,,"355,460",,,,"67,760","7,550","1,630",,,,,,,,,"-3,490",,,"0,000"
202412,31/01/2025,160777611,152127100,ES SEDU - ESPIRITO SANTO SECRETARIA DE,27080563000193,SEDU ENSINO FUNDAMENTAL,501507569,,O3REATEF,Demais Classes Optantes,Trifásico,MT,46,10/03/2025,520,PODER PUBLICO - ESTADUAL,CARIACICA,SAO FRANCISCO,RUA LEANDRO DEL HOMO,1SN,29145-334,"6.056,869","4.145,750",,,,,,,,,,,,,,,,,,,"8,036","2,420",,,,,"4.251,290",,,,,"97,350","21,040",,,,,,-742 KWH,"-507,89",-742 KWH,"-45,10",,,"537,720"
202412,31/01/2025,160797429,152127100,ES SEDU - ESPIRITO SANTO SECRETARIA DE,27080563000193,SEDU ENSINO FUNDAMENTAL,502753431,,V4,"V4 Horo-sazonal Verde 2,3 - 25 KV",Trifásico,MT,45,10/03/2025,520,PODER PUBLICO - ESTADUAL,VILA VELHA,BOA VISTA I,RUA RUBEM BRAGA,1SN,29102-640,"902,410","1.550,440","5.198,000","2.040,940","150,000","4.774,500",,,"36,736","0,000","83,312","0,000","150,000","0,000",,,,,,,"1,394","0,420",,,,,"9.108,820",,,,"751,530","223,750","48,370",,,,,,,,,"-281,130",,,"0,000"
202412,31/01/2025,160806918,152122000,CORPO DE BOMBEIROS MILITAR DO ESTADO DO,02133636000137,,501615790,,V4,"V4 Horo-sazonal Verde 2,3 - 25 KV",Trifásico,MT,45,03/03/2025,520,PODER PUBLICO - ESTADUAL,VILA VELHA,ARACAS,ROD DARLY SANTOS,1SN,29103-091,"616,886","1.059,880","3.172,000","1.245,430","30,000","954,900",,,"16,564","0,000","16,564","0,000","30,000","0,000",,,,,,,"0,041","0,010",,,,,"3.038,880",,,,"373,750","70,800","15,300",,,,,,-1.561 KWH,"-612,900",-1.561 KWH,"-68,290",,,"0,000"
202412,16/01/2025,160808947,152121900,ESPIRITO SANTO SECRETARIA DE EST DE SEG,27476373000190,,502298648,,B3,Categoria Demais Classes B3,Monofásico,BT,40,03/03/2025,520,PODER PUBLICO - ESTADUAL,SERRA,FEU ROSA,RUA DAS PALMEIRAS,1SN,29172-170,"30,000","20,540",,,,,,,,,,,,,,,,,,,,,,,,,"33,240",,,,"12,280","0,550","0,120",,,,,,,,,"-0,250",,,"0,000"
202412,15/01/2025,160808975,152121900,ESPIRITO SANTO SECRETARIA DE EST DE SEG,27476373000190,POLICIA MILITAR DO ESTADO DO ESPIRITO,501583977,,B3,Categoria Demais Classes B3,Monofásico,BT,39,03/03/2025,520,PODER PUBLICO - ESTADUAL,VIANA,VILA BETHANIA,RUA STA HELENA,1SN,29136-013,"30,000","20,540",,,,,,,,,,,,,,,,,,,,,,,,,"36,960",,,,"16,000","0,550","0,120",,,,,,,,,"-0,250",,,"0,000"
202412,14/01/2025,160809047,152121900,ESPIRITO SANTO SECRETARIA DE EST DE SEG,27476373000190,,502298670,,B3,Categoria Demais Classes B3,Monofásico,BT,38,03/03/2025,520,PODER PUBLICO - ESTADUAL,SERRA,DAS LARANJEIRAS,AV MINAS GERAIS,1SN,29175-608,"30,000","20,540",,,,,,,,,,,,,,,,,,,,,,,,,"33,240",,,,"12,280","0,550","0,120",,,,,,,,,"-0,250",,,"0,000"
202412,08/01/2025,160817174,152125400,MINISTERIO PUBLICO DO ESTADO DO ESPIRIT,02304470000174,,501651932,,B3REATEF,Baixa Reativa Eficiência,Trifásico,BT,34,03/03/2025,520,PODER PUBLICO - ESTADUAL,ANCHIETA,CENTRO,ROD DO SOL - ES 060,1,29230-000,"1.150,000","787,140",,,,,,,,,,,,,,,,,,,,,,,,,"880,580",,,,"77,590","21,050","4,550",,,,,,,,,"-9,750",,,"0,000"
202412,24/01/2025,160821170,152121900,ESPIRITO SANTO SECRETARIA DE EST DE SEG,27476373000190,POLICIA MILITAR DO ESTADO DO ESPIRITO,501621633,,B3,Categoria Demais Classes B3,Monofásico,BT,46,03/03/2025,520,PODER PUBLICO - ESTADUAL,VILA VELHA,NOVO MEXICO,RUA ROSA DE OURO,1SN,29104-015,"30,000","20,540",,,,,,,,,,,,,,,,,,,,,,,,,"28,640",,,,"7,680","0,550","0,120",,,,,,,,,"-0,250",,,"0,000"
202412,10/01/2025,160821200,152121900,ESPIRITO SANTO SECRETARIA DE EST DE SEG,27476373000190,POLICIA MILITAR DO ESTADO DO ESPIRITO,501621544,,B3,Categoria Demais Classes B3,Monofásico,BT,36,06/03/2025,520,PODER PUBLICO - ESTADUAL,VILA VELHA,GLORIA,RUA MTE GOMES,1SN,29122-100,"30,000","20,540",,,,,,,,,,,,,,,,,,,,,,,,,"28,640",,,,"7,680","0,550","0,120",,,,,,,,,"-0,250",,,"0,000"
202412,31/01/2025,160829098,152130000,AGENCIA ESTADUAL DE RECURSOS HIDRICOS A,19481436000178,,501923067,,V4,"V4 Horo-sazonal Verde 2,3 - 25 KV",Trifásico,MT,46,03/03/2025,520,PODER PUBLICO - ESTADUAL,VITORIA,CENTRO,AV JERONIMO MONTEIRO,1000,29010-004,"1.632,000","2.803,950","35.954,000","14.115,730","280,000","8.912,400",,,"40,320","0,000","167,040","0,000","280,000","0,000",,,,,,,"1.604,760","482,970",,,,,"26.902,550",,,,"388,940","703,730","152,160",,,,,,,,,"-657,330",,,"0,000"
202412,08/01/2025,160829120,152121900,ESPIRITO SANTO SECRETARIA DE EST DE SEG,27476373000190,POLICIA MILITAR DO ESTADO DO ESPIRITO,501686744,,B3,Categoria Demais Classes B3,Monofásico,BT,34,03/03/2025,520,PODER PUBLICO - ESTADUAL,SERRA,JARDIM CARAPINA,RUA GUARAPARI,1SN,29160-000,"30,000","20,540",,,,,,,,,,,,,,,,,,,,,,,,,"33,240",,,,"12,280","0,550","0,120",,,,,,,,,"-0,250",,,"0,000"
202412,06/01/2025,160829125,152121900,ESPIRITO SANTO SECRETARIA DE EST DE SEG,27476373000190,POLICIA MILITAR DO ESTADO DO ESPIRITO,501646778,,B3,Categoria Demais Classes B3,Monofásico,BT,32,05/03/2025,520,PODER PUBLICO - ESTADUAL,SERRA,NOVO HORIZONTE,RUA PAVAO,1SN,29163-348,"30,000","20,540",,,,,,,,,,,,,,,,,,,,,,,,,"33,240",,,,"12,280","0,550","0,120",,,,,,,,,"-0,250",,,"0,000"
202412,24/01/2025,160829345,152121900,ESPIRITO SANTO SECRETARIA DE EST DE SEG,27476373000190,POLICIA MILITAR DO ESTADO DO ESPIRITO,501661183,,B3,Categoria Demais Classes B3,Monofásico,BT,46,05/03/2025,520,PODER PUBLICO - ESTADUAL,SERRA,PLANALTO SERRANO BLOCO A,AV CACHOEIRO DE ITAPEMIRIM,1SN,29178-260,"30,000","20,540",,,,,,,,,,,,,,,,,,,,,,,,,"33,240",,,,"12,280","0,550","0,120",,,,,,,,,"-0,250",,,"0,000"
202412,31/01/2025,160835697,152127100,ES SEDU - ESPIRITO SANTO SECRETARIA DE,27080563000193,SEDU ENSINO FUNDAMENTAL,501674315,,V4,"V4 Horo-sazonal Verde 2,3 - 25 KV",Trifásico,MT,46,10/03/2025,520,PODER PUBLICO - ESTADUAL,BAIXO GUANDU,VILA KENNEDY,AV PRES TANCREDO DE ALMEIDA NEVES,1,29730-000,"789,740","1.356,860","9.615,000","3.775,130","150,000","4.774,500",,,"21,840","0,000","99,680","0,000","150,000","0,000",,,,,,,"5,740","1,730",,,,,"11.328,350","184,200",,,"1.148,880","264,970","57,290",,,,,,,,,"-303,270",,,"68,060"
202412,16/01/2025,160840672,152121900,ESPIRITO SANTO SECRETARIA DE EST DE SEG,27476373000190,POLICIA MILITAR DO ESTADO DO ESPIRITO,501865635,,B3,Categoria Demais Classes B3,Trifásico,BT,40,03/03/2025,520,PODER PUBLICO - ESTADUAL,ITAGUACU,CENTRO,RUA BERNARDINO MONTEIRO,1SN,29690-000,"1.963,000","1.343,610",,,,,,,,,,,,,,,,,,,,,,,,,"1.443,350",,,,"72,690","35,930","7,770",,,,,,,,,"-16,650",,,"0,000"
202412,21/01/2025,160842849,152121900,ESPIRITO SANTO SECRETARIA DE EST DE SEG,27476373000190,POLICIA MILITAR DO ESTADO DO ESPIRITO,501694559,,B3REATEF,Baixa Reativa Eficiência,Trifásico,BT,43,05/03/2025,520,PODER PUBLICO - ESTADUAL,VILA VELHA,COBILANDIA,PCA VER SEBASTIAO CIBIEN,1SN,29111-690,"3.417,000","2.338,830",,,,,,,,,,,,,,,,,,,,,,,,,"2.439,450",,,,"53,530","62,540","13,530",,,,,,,,,"-28,980",,,"0,000"
202412,27/01/2025,160844843,152125400,MINISTERIO PUBLICO DO ESTADO DO ESPIRIT,02304470000174,,502744832,,B3REATEF,Baixa Reativa Eficiência,Trifásico,BT,47,03/03/2025,520,PODER PUBLICO - ESTADUAL,RIO NOVO DO SUL,CENTRO,RUA CEL JOAQUIM ALVES,1SN,29290-000,"1.444,000","988,380",,,,,,,,,,,,,,,,,,,,,,,,,"1.098,620",,,,"90,350","26,430","5,710",,,,,,,,,"-12,250",,,"0,000"
202412,03/01/2025,160854768,152127100,ES SEDU - ESPIRITO SANTO SECRETARIA DE,27080563000193,SEDU ENSINO FUNDAMENTAL,501737511,,B3,Categoria Demais Classes B3,Monofásico,BT,31,10/03/2025,520,PODER PUBLICO - ESTADUAL,VILA VALERIO,AREA RURAL,CRG PAVAO,1SN,29785-000,"427,000","292,270",,,,,,,,,,,,,,,,,,,,,,,,,"303,900",,,,"5,740","7,820","1,690",,,,,,,,,"-3,620",,,"0,000"
202412,31/01/2025,160866047,152127100,ES SEDU - ESPIRITO SANTO SECRETARIA DE,27080563000193,SEDU ENSINO FUNDAMENTAL,501797405,,V4,"V4 Horo-sazonal Verde 2,3 - 25 KV",Trifásico,MT,45,03/03/2025,520,PODER PUBLICO - ESTADUAL,NOVA VENECIA,MUNICIPAL I,RUA MATEUS TOSCANO,163,29830-000,"397,372","682,730","2.048,000","803,900","110,000","3.501,300",,,"11,316","0,000","15,088","0,000","110,000","0,000",,,,,,,"1.993,379","599,930",,,,,"4.318,900",,,,"265,250","109,670","23,720",,,,,,-2.445 KWH,"-1.486,630",-2.445 KWH,"-180,970",,,"0,000"
202412,10/01/2025,160871657,152123600,SECRETARIA DE ESTADO DA JUSTICA,36388023000162,,502657631,,B3,Categoria Demais Classes B3,Trifásico,BT,36,03/03/2025,520,PODER PUBLICO - ESTADUAL,VIANA,GUARITAS,ROD BR 262,1SN,29135-000,"940,000","643,400",,,,,,,,,,,,,,,,,,,,,,,,,"163,180",,,,"93,360","1,830","0,390",,,,,,-929 KWH,"-574,95",-929 KWH,"-0,85",,,"0,000"
202412,27/01/2025,160877728,152125400,MINISTERIO PUBLICO DO ESTADO DO ESPIRIT,02304470000174,,501856971,,B3,Categoria Demais Classes B3,Trifásico,BT,47,25/02/2025,520,PODER PUBLICO - ESTADUAL,VITORIA,ENSEADA DO SUA,RUA JUDITH MARIA TOVAR VAREJAO,326,29050-360,"649,000","444,220",,,,,,,,,,,,,,,,,,,,,,,,,"486,620",,,,"33,450","11,880","2,570",,,,,,,,,"-5,500",,,"0,000"
202412,27/01/2025,160877729,152125400,MINISTERIO PUBLICO DO ESTADO DO ESPIRIT,02304470000174,,501851408,,B3,Categoria Demais Classes B3,Bifásico,BT,47,25/02/2025,520,PODER PUBLICO - ESTADUAL,VITORIA,ENSEADA DO SUA,RUA JUDITH MARIA TOVAR VAREJAO,326,29050-360,"189,000","129,360",,,,,,,,,,,,,,,,,,,,,,,,,"152,340",,,,"20,370","3,460","0,750",,,,,,,,,"-1,600",,,"0,000"
202412,27/01/2025,160877730,152125400,MINISTERIO PUBLICO DO ESTADO DO ESPIRIT,02304470000174,,501851400,,B3,Categoria Demais Classes B3,Bifásico,BT,47,25/02/2025,520,PODER PUBLICO - ESTADUAL,VITORIA,ENSEADA DO SUA,RUA JUDITH MARIA TOVAR VAREJAO,326,29050-360,"230,000","157,430",,,,,,,,,,,,,,,,,,,,,,,,,"184,610",,,,"24,010","4,210","0,910",,,,,,,,,"-1,950",,,"0,000"
202412,27/01/2025,160877731,152125400,MINISTERIO PUBLICO DO ESTADO DO ESPIRIT,02304470000174,,501851414,,B3,Categoria Demais Classes B3,Trifásico,BT,47,25/02/2025,520,PODER PUBLICO - ESTADUAL,VITORIA,ENSEADA DO SUA,RUA JUDITH MARIA TOVAR VAREJAO,326,29050-360,"1.363,000","932,930",,,,,,,,,,,,,,,,,,,,,,,,,"985,160",,,,"33,450","24,950","5,390",,,,,,,,,"-11,560",,,"0,000"
202412,27/01/2025,160877732,152125400,MINISTERIO PUBLICO DO ESTADO DO ESPIRIT,02304470000174,,501851416,,B3,Categoria Demais Classes B3,Trifásico,BT,47,25/02/2025,520,PODER PUBLICO - ESTADUAL,VITORIA,ENSEADA DO SUA,RUA JUDITH MARIA TOVAR VAREJAO,326,29050-360,"341,000","233,410",,,,,,,,,,,,,,,,,,,,,,,,,"265,110",,,,"27,000","6,240","1,350",,,,,,,,,"-2,890",,,"0,000"
202412,27/01/2025,160877733,152125400,MINISTERIO PUBLICO DO ESTADO DO ESPIRIT,02304470000174,,501851422,,B3,Categoria Demais Classes B3,Trifásico,BT,47,25/02/2025,520,PODER PUBLICO - ESTADUAL,VITORIA,ENSEADA DO SUA,RUA JUDITH MARIA TOVAR VAREJAO,326,29050-360,"451,000","308,690",,,,,,,,,,,,,,,,,,,,,,,,,"344,440",,,,"29,530","8,260","1,780",,,,,,,,,"-3,820",,,"0,000"
202412,27/01/2025,160877734,152125400,MINISTERIO PUBLICO DO ESTADO DO ESPIRIT,02304470000174,,501851430,,B3,Categoria Demais Classes B3,Trifásico,BT,47,25/02/2025,520,PODER PUBLICO - ESTADUAL,VITORIA,ENSEADA DO SUA,RUA JUDITH MARIA TOVAR VAREJAO,326,29050-360,"1.047,000","716,640",,,,,,,,,,,,,,,,,,,,,,,,,"764,520",,,,"33,450","19,170","4,140",,,,,,,,,"-8,880",,,"0,000"
202412,27/01/2025,160877735,152125400,MINISTERIO PUBLICO DO ESTADO DO ESPIRIT,02304470000174,,501851433,,B3,Categoria Demais Classes B3,Trifásico,BT,47,25/02/2025,520,PODER PUBLICO - ESTADUAL,VITORIA,ENSEADA DO SUA,RUA JUDITH MARIA TOVAR VAREJAO,326,29050-360,"705,000","482,550",,,,,,,,,,,,,,,,,,,,,,,,,"525,710",,,,"33,450","12,900","2,790",,,,,,,,,"-5,980",,,"0,000"
202412,27/01/2025,160877736,152125400,MINISTERIO PUBLICO DO ESTADO DO ESPIRIT,02304470000174,,501851439,,B3,Categoria Demais Classes B3,Trifásico,BT,47,25/02/2025,520,PODER PUBLICO - ESTADUAL,VITORIA,ENSEADA DO SUA,RUA JUDITH MARIA TOVAR VAREJAO,326,29050-360,"1.657,000","1.134,170",,,,,,,,,,,,,,,,,,,,,,,,,"1.190,450",,,,"33,450","30,330","6,550",,,,,,,,,"-14,050",,,"0,000"
202412,27/01/2025,160877737,152125400,MINISTERIO PUBLICO DO ESTADO DO ESPIRIT,02304470000174,,501851404,,B3,Categoria Demais Classes B3,Trifásico,BT,47,25/02/2025,520,PODER PUBLICO - ESTADUAL,VITORIA,ENSEADA DO SUA,RUA JUDITH MARIA TOVAR VAREJAO,326,29050-360,"100,000","68,450",,,,,,,,,,,,,,,,,,,,,,,,,"76,140",,,,"6,320","1,830","0,390",,,,,,,,,"-0,850",,,"0,000"
202412,22/01/2025,160878234,152120400,DEPARTAMENTO ESTADUAL DE TRANSITO DO ES,28162105000166,,502243737,,B3,Categoria Demais Classes B3,Trifásico,BT,44,03/03/2025,520,PODER PUBLICO - ESTADUAL,JOAO NEIVA,CENTRO,RUA PLACIDO VASSALO,1SN,29680-000,"517,000","353,870",,,,,,,,,,,,,,,,,,,,,,,,,"361,000",,,,,"9,460","2,050",,,,,,,,,"-4,380",,,"0,000"
202412,16/01/2025,160893123,152123600,SECRETARIA DE ESTADO DA JUSTICA,36388023000162,,501860633,,B3REATEF,Baixa Reativa Eficiência,Trifásico,BT,40,03/03/2025,520,PODER PUBLICO - ESTADUAL,VILA VELHA,CAMBOAPINA,ROD BR 101 SUL,1SN,29100-000,"1.359,000","930,190",,,,,,,,,,,,,,,,,,,,,,,,,"1.002,440",,,,"53,530","24,880","5,370",,,,,,,,,"-11,530",,,"0,000"
202412,09/01/2025,160896378,152127100,ES SEDU - ESPIRITO SANTO SECRETARIA DE,27080563000193,SEDU ENSINO FUNDAMENTAL,502557923,,B3,Categoria Demais Classes B3,Bifásico,BT,35,10/03/2025,520,PODER PUBLICO - ESTADUAL,VILA VELHA,PONTA DA FRUTA,RUA DO PESSEGO,6,29129-075,"399,000","273,100",,,,,,,,,,,,,,,,,,,,,,,,,"322,510",,,,"40,540","7,300","1,570",,,,,,,,,,,,"0,000"
202412,23/01/2025,160910858,152121900,ESPIRITO SANTO SECRETARIA DE EST DE SEG,27476373000190,,502332191,,B3,Categoria Demais Classes B3,Bifásico,BT,45,05/03/2025,520,PODER PUBLICO - ESTADUAL,ICONHA,JARDIM JANDIRA,RUA ANTONIO VALIATI,1,29280-000,"1.568,000","1.073,250",,,,,,,,,,,,,,,,,,,,,,,,,"1.243,940",,,,"149,080","28,700","6,210",,,,,,,,,"-13,300",,,"0,000"
202412,31/01/2025,160917039,152125100,POLICIA CIVIL,27470897000173,,501942780,,V4,"V4 Horo-sazonal Verde 2,3 - 25 KV",Trifásico,MT,47,03/03/2025,520,PODER PUBLICO - ESTADUAL,CARIACICA,CAMPO GRANDE,ROD BR 262,1SN,29148-025,"544,726","935,900","5.761,000","2.262,010","126,000","4.010,580",,,"13,776","0,000","22,468","0,000","126,000","0,000",,,,,,,"0,000","0,000",,,,,"7.204,560",,,,,"192,780","41,680",,,,,,,,,"-238,390",,,"0,000"
202412,07/01/2025,160917619,152120400,DEPARTAMENTO ESTADUAL DE TRANSITO DO ES,28162105000166,,502492854,,B3,Categoria Demais Classes B3,Bifásico,BT,33,03/03/2025,520,PODER PUBLICO - ESTADUAL,MUNIZ FREIRE,CENTRO,RUA ANTONIO RAIMUNDO DEPS,13,29380-000,"226,000","154,690",,,,,,,,,,,,,,,,,,,,,,,,,"196,730",,,,"38,930","4,140","0,890",,,,,,,,,"-1,920",,,"0,000"
202412,21/01/2025,160924616,152120400,DEPARTAMENTO ESTADUAL DE TRANSITO DO ES,28162105000166,,502379480,,B3,Categoria Demais Classes B3,Trifásico,BT,43,03/03/2025,520,PODER PUBLICO - ESTADUAL,DOMINGOS MARTINS,CENTRO,AV PRES GETULIO VARGAS,242,29260-000,"436,000","298,430",,,,,,,,,,,,,,,,,,,,,,,,,"346,440",,,,"42,000","7,980","1,730",,,,,,,,,"-3,700",,,"0,000"
202412,17/01/2025,160929861,152121900,ESPIRITO SANTO SECRETARIA DE EST DE SEG,27476373000190,,502246201,POLÍCIA MILITAR - 3ª,B3,Categoria Demais Classes B3,Trifásico,BT,41,10/03/2025,520,PODER PUBLICO - ESTADUAL,VITORIA,ENSEADA DO SUA,AV JOSE MIRANDA MACHADO,1SN,29050-425,"1.862,000","1.274,490",,,,,,,,,,,,,,,,,,,,,,,,,"1.333,610",,,,"33,450","34,090","7,370",,,,,,,,,"-15,790",,,"0,000"
202412,27/01/2025,160937885,152122000,CORPO DE BOMBEIROS MILITAR DO ESTADO DO,02133636000137,,502751382,,B3REATEF,Baixa Reativa Eficiência,Trifásico,BT,47,03/03/2025,520,PODER PUBLICO - ESTADUAL,VITORIA,ENSEADA DO SUA,RUA TTE MARIO FRANCISCO DE BRITO,1SN,29050-555,"739,000","505,820",,,,,,,,,,,,,,,,,,,,,,,,,"562,250","0,210",,"12,730","33,450","13,530","2,930",,,,,,,,,"-6,420",,,"0,000"
